,Word,Start_time_combined,End_time_combined,Log_Freq_HAL,WordRate,lex_surprisal_bits,pos_surprisal_bits,phoneme_surprisal_bits
1734,clerk,754.338027,754.618027,7.907,1,11.66,7.62,3.99
1735,was,754.618027,754.758027,14.556,1,4.23,6.93,4.87
1736,leaning,754.758027,755.028027,8.005,1,9.7,,5.47
1737,over,755.028027,755.218027,13.023,1,2.35,,3.38
1738,the,755.218027,755.298027,16.955,1,1.59,15.9,2.21
1739,counter,755.298027,755.638027,9.699,1,0.53,15.73,0.67
1740,watching,755.638027,756.198027,10.307,1,8.15,3.76,4.89
1741,i,757.258027,757.978027,0,1,10.42,,14.25
1742,guess,758.148027,758.458027,11.496,1,6.51,9.26,5.1
1743,i'll,758.458027,758.608027,0,1,8.15,0.68,4.87
1744,have,758.608027,758.868027,14.915,1,3.41,0.9,4.69
1745,to,758.868027,758.958027,16.354,1,0.23,5.03,0.33
1746,have,758.958027,759.198027,14.915,1,6.24,,7.14
1747,some,759.198027,759.398027,13.857,1,3.34,10.27,4.3
1748,string,759.398027,759.948027,10.41,1,14.07,9.28,5.57
1749,and,759.948027,760.078027,16.187,1,2.87,3.77,3.6
1750,paper,760.078027,760.418027,11.067,1,0.54,,0.68
1751,too,760.418027,760.888027,12.87,1,8.68,5.78,3.78
1752,henry,761.278027,761.568027,0,1,2.48,7.17,2.38
1753,said,761.568027,761.958027,12.772,1,5.73,6.45,5.27
1754,if,762.658027,762.908027,14.653,1,7.1,5.14,5.83
1755,i,762.908027,763.028027,0,1,2.87,,3.81
1756,can,763.028027,763.188027,14.301,1,4.51,0.46,4.99
1757,have,763.188027,763.428027,14.915,1,5.5,,6.31
1758,some,763.428027,763.698027,13.857,1,3.35,0.72,4.19
1759,free,763.698027,764.298027,12.405,1,10.98,12.42,7.77
1760,well,765.218027,765.908027,13.222,1,12.3,6.46,6.39
1761,now,766.228027,766.908027,13.304,1,7.48,,8.1
1762,i've,766.908027,767.338027,0,1,7.49,11.29,3.06
1763,seen,767.338027,767.778027,11.988,1,6.31,,8.22
1764,everything,767.778027,768.598027,11.631,1,8.41,6.61,9.13
1765,the,769.318027,769.398027,16.955,1,5.74,2.84,4.63
1766,clerk,769.398027,769.708027,7.907,1,3.02,12.73,3.37
1767,shook,769.708027,769.988027,8.346,1,10.68,0.98,10.85
1768,his,769.988027,770.248027,13.644,1,0.15,0.05,0.09
1769,head,770.248027,770.638027,11.6,1,0.06,,0.04
1770,as,770.668027,770.818027,14.787,1,6.83,6.77,4.91
1771,he,770.818027,770.938027,13.98,1,0.76,8.78,1
1772,handed,770.938027,771.238027,8.841,1,6.76,6.11,6.86
1773,a,771.238027,771.288027,16.177,1,5.39,,6.94
1774,piece,771.288027,771.608027,10.739,1,4.33,13.29,3.53
1775,of,771.608027,771.688027,16.214,1,0.06,,0.08
1776,string,771.688027,772.258027,10.41,1,4.55,,6.1
1777,and,772.488027,772.678027,16.187,1,0.98,14.03,1.35
1778,a,772.678027,772.738027,16.177,1,6.28,,9.06
1779,big,772.738027,773.058027,12.093,1,6.36,0.3,4.87
1780,sheet,773.058027,773.338027,9.742,1,8.34,12.02,9.85
1781,of,773.338027,773.468027,16.214,1,0.34,,0.43
1782,paper,773.468027,773.878027,11.067,1,0.43,9.05,0.56
1783,across,773.878027,774.248027,11.04,1,6.96,9.01,5.1
1784,the,774.248027,774.328027,16.955,1,0.22,6.39,0.31
1785,counter,774.328027,774.768027,9.699,1,0.23,0.01,0.3
1786,ribsy,777.547392,778.017392,0,1,16.3,4.53,0
1787,whimpered,778.017392,778.627392,6.019,1,13.91,,0
1788,but,779.297392,779.437392,14.571,1,6.69,7.85,7.4
1789,he,779.437392,779.607392,13.98,1,3.03,6.62,3.84
1790,held,779.607392,779.977392,10.984,1,5.36,0.89,5.91
1791,still,779.977392,780.587392,12.803,1,7.43,14.24,10.29
1792,while,780.687392,780.907392,12.558,1,7.23,2.95,6.21
1793,henry,780.907392,781.277392,0,1,5.9,2.82,2.79
1794,wrapped,781.277392,781.617392,8.721,1,8.36,8.66,6.54
1795,the,781.617392,781.687392,16.955,1,2.42,,3.35
1796,paper,781.687392,782.247392,11.067,1,2.29,13.66,2.93
1797,loosely,782.247392,782.747392,7.85,1,11.32,8.42,12.25
1798,around,782.747392,783.047392,12.499,1,3.08,,4.44
1799,his,783.047392,783.217392,13.644,1,0.96,9.79,0.84
1800,head,783.217392,783.447392,11.6,1,3.09,5.25,3.85
1801,and,783.447392,783.547392,16.187,1,1.87,5.14,2.57
1802,shoulders,783.547392,784.167392,8.956,1,13.05,5.2,8.35
1803,and,784.467392,784.647392,16.187,1,2.92,5.73,3.97
1804,tied,784.647392,784.957392,9.325,1,6.66,13.19,5.47
1805,it,784.957392,785.047392,15.365,1,1.05,,1.49
1806,with,785.047392,785.217392,14.974,1,5.07,12.49,7.32
1807,the,785.217392,785.327392,16.955,1,4.13,12.76,5.75
1808,string,785.327392,785.747392,10.41,1,1.92,12.55,2.3
1809,the,786.587392,786.677392,16.955,1,6.7,5.11,6.9
1810,dog,786.677392,787.007392,10.974,1,6.52,,6.97
1811,made,787.007392,787.227392,12.51,1,8.35,4.97,9.78
1812,a,787.227392,787.287392,16.177,1,1.97,,2.66
1813,lumpy,787.287392,787.717392,5.802,1,15.6,0.63,5.53
1814,package,787.717392,788.387392,11.047,1,18.2,6.38,10.04
1815,but,788.897392,789.137392,14.571,1,6.98,,7.74
1816,by,789.137392,789.337392,14.398,1,7.91,9.06,8.81
1817,taking,789.337392,789.747392,11.164,1,9.24,6.78,10.26
1818,one,789.747392,790.107392,14.172,1,5.72,,7.94
1819,handle,790.107392,790.507392,10.747,1,12.63,2.76,6.46
1820,of,790.507392,790.637392,16.214,1,3.53,11.77,2.28
1821,the,790.637392,790.707392,16.955,1,0.9,,1.12
1822,bag,790.707392,791.087392,9.707,1,4.84,0.27,4.7
1823,in,791.087392,791.247392,15.897,1,7.13,4.61,6.68
1824,each,791.277392,791.557392,12.623,1,5.23,,7.54
1825,hand,791.557392,791.937392,11.735,1,0.2,0.04,0.27
1826,henry,792.317392,792.627392,0,1,6.99,6.99,2.12
1827,was,792.627392,792.787392,14.556,1,5.05,,5.74
1828,able,792.787392,793.017392,12.081,1,3.96,3.64,5.7
1829,to,793.017392,793.127392,16.354,1,0.01,,0.02
1830,carry,793.127392,793.447392,10.509,1,8.26,9.03,5.71
1831,it,793.447392,793.547392,15.365,1,2.09,12.56,2.97
1832,to,793.547392,793.687392,16.354,1,4.05,5.63,5.57
1833,the,793.687392,793.767392,16.955,1,0.66,,0.93
1834,bus,793.767392,794.007392,10.485,1,10.97,14.87,4.89
1835,stop,794.007392,794.357392,11.478,1,1.2,6.94,1.31
1836,he,795.337392,795.477392,13.98,1,3.87,,4.83
1837,didn't,795.477392,795.757392,12.259,1,6.57,11.17,8.08
1838,think,795.757392,795.957392,13.389,1,5.64,1.14,8.05
1839,the,795.957392,796.037392,16.955,1,4.67,0.97,4.6
1840,bus,796.037392,796.287392,10.485,1,10.2,14.72,4.76
1841,driver,796.287392,796.587392,11.142,1,3.91,15.19,5.41
1842,would,796.587392,796.787392,14.061,1,1.26,3.63,0.91
1843,notice,796.787392,797.137392,10.74,1,4.1,,5.04
1844,him,797.137392,797.407392,12.818,1,6.32,11.95,4.27
1845,it,797.967392,798.137392,15.365,1,7.33,9.17,7.87
1846,was,798.137392,798.337392,14.556,1,0.96,1.03,1.31
1847,getting,798.337392,798.657392,11.986,1,8.57,6.23,9.01
1848,dark,798.657392,799.097392,11.174,1,4.69,6.35,5.74
1849,and,799.257392,799.397392,16.187,1,2.22,3.11,3.06
1850,a,799.397392,799.437392,16.177,1,7.08,7.65,8.55
1851,crowd,799.437392,799.737392,9.472,1,8.79,7.73,4.7
1852,of,799.737392,799.877392,16.214,1,1.25,12.76,1.78
1853,people,799.877392,800.397392,13.552,1,1.11,14.77,1.46
1854,most,800.687392,801.117392,13.113,1,13.8,,9
1855,of,801.117392,801.157392,16.214,1,1.75,7.67,2.49
1856,them,801.157392,801.437392,13.594,1,0.76,18.67,0.36
1857,with,801.437392,801.587392,14.974,1,7.67,3.56,2.45
1858,packages,801.587392,802.297392,10.023,1,15.18,3.38,7.46
1859,was,802.477392,802.617392,14.556,1,5.69,2.46,4.11
1860,waiting,802.617392,802.947392,10.545,1,4.09,9.02,4.89
1861,on,802.947392,803.037392,15.079,1,5.14,0.47,7.41
1862,the,803.037392,803.107392,16.955,1,0.41,4.53,0.49
1863,corner,803.107392,803.577392,10.047,1,6.08,,5.18
1864,a,804.467392,804.537392,16.177,1,7.69,6.99,2.7
1865,few,804.537392,804.697392,12.486,1,3.12,13.49,4.16
1866,spatters,804.697392,805.557392,2.639,1,21.07,,6.08
1867,of,805.557392,805.697392,16.214,1,2.76,6.14,2.49
1868,rain,805.697392,806.007392,9.787,1,8.04,,7.78
1869,hit,806.007392,806.207392,11.069,1,9.32,9.8,6.56
1870,the,806.207392,806.287392,16.955,1,0.92,2.74,1.11
1871,pavement,806.287392,806.807392,7.58,1,4.97,11.35,5.58
1872,this,807.857392,808.127392,14.995,1,8.27,5.14,5.04
1873,time,808.127392,808.607392,13.578,1,3.31,3.43,4.4
1874,henry,808.827392,809.297392,0,1,4.07,,4.75
1875,remembered,809.297392,809.997392,8.806,1,11.27,6.6,6.54
1876,his,809.997392,810.297392,13.644,1,4.54,,3.4
1877,dime,810.297392,810.767392,7.847,1,18.73,0.62,5.04
1878,both,811.457392,811.697392,12.6,1,13.44,11.63,4.31
1879,hands,811.697392,812.017392,10.968,1,2.92,4.02,2.64
1880,were,812.017392,812.117392,13.406,1,2.76,4.72,3.26
1881,full,812.117392,812.577392,11.955,1,6.29,3.85,6.89
1882,so,812.877392,813.047392,14.048,1,8.05,,11.61
1883,he,813.047392,813.217392,13.98,1,0.55,10.27,0.73
1884,held,813.217392,813.517392,10.984,1,4.9,7.22,5.54
1885,the,813.517392,813.597392,16.955,1,3.13,8.51,2.58
1886,dime,813.597392,813.907392,7.847,1,8.64,13.54,7.02
1887,in,813.907392,814.007392,15.897,1,2.31,9.57,3.26
1888,his,814.007392,814.217392,13.644,1,1.45,,2.06
1889,teeth,814.217392,814.507392,9.3,1,8.86,1.95,9.92
1890,and,814.657392,814.767392,16.187,1,1.36,5.14,1.87
1891,stood,814.767392,815.087392,9.575,1,9.01,4.28,4.41
1892,behind,815.087392,815.417392,11.08,1,9.31,9.96,6.67
1893,the,815.417392,815.497392,16.955,1,0.65,10.96,0.89
1894,woman,815.497392,815.867392,11.105,1,8.79,1.73,7.01
1895,with,815.867392,815.997392,14.974,1,4.99,3.62,5.34
1896,the,815.997392,816.087392,16.955,1,1.89,,2.66
1897,bag,816.087392,816.347392,9.707,1,3.5,0.79,3.33
1898,of,816.347392,816.447392,16.214,1,6.37,2.27,4.08
1899,apples,816.447392,817.007392,8.29,1,11.52,,13.31
1900,ribsy,817.847392,818.367392,0,1,10.98,5.55,0
1901,wiggled,818.367392,818.907392,6.105,1,10.83,8.18,0
1902,and,818.907392,819.067392,16.187,1,5.02,,5.61
1903,whined,819.067392,819.617392,6.293,1,11.44,2.88,0
1904,even,820.087392,820.347392,13.103,1,10.5,7.2,13.66
1905,though,820.347392,820.517392,12.203,1,2.43,12.06,3.23
1906,henry,820.517392,820.887392,0,1,7.06,11.03,1.44
1907,tried,820.887392,821.307392,11.694,1,6.57,6.92,7.52
1908,to,821.307392,821.347392,16.354,1,0.48,,0.69
1909,pet,821.347392,821.587392,9.604,1,11.27,,5.3
1910,him,821.587392,821.777392,12.818,1,1.16,,0.71
1911,through,821.777392,821.947392,12.631,1,10.25,11.38,12.38
1912,the,821.947392,822.027392,16.955,1,0.57,,0.79
1913,paper,822.027392,822.537392,11.067,1,8.6,12.25,6.76
1914,when,823.677392,823.867392,13.758,1,7.83,5.87,7.2
1915,the,823.867392,823.947392,16.955,1,2.49,,3.23
1916,bus,823.947392,824.237392,10.485,1,5.86,0.18,4.87
1917,stopped,824.237392,824.807392,10.175,1,2.7,,3.35
1918,he,825.017392,825.187392,13.98,1,1.44,15.83,1.89
1919,climbed,825.187392,825.707392,7.746,1,11.08,5.38,5.4
1920,on,825.707392,825.977392,15.079,1,3.37,,4.05
1921,behind,825.977392,826.317392,11.08,1,11.63,2.64,10.87
1922,the,826.317392,826.427392,16.955,1,0.85,,1.16
1923,lady,826.427392,826.887392,10.165,1,5.93,,8.38
1924,quickly,827.377392,827.877392,10.646,1,11.85,4.08,8.65
1925,set,827.877392,828.127392,12.572,1,11.98,,5.4
1926,the,828.127392,828.217392,16.955,1,2.25,1.63,3.14
1927,bag,828.217392,828.567392,9.707,1,1.35,9.81,1.57
1928,down,828.567392,828.987392,12.59,1,1.6,,2.3
1929,dropped,829.517392,829.837392,9.866,1,17.6,,12.17
1930,his,829.837392,830.067392,13.644,1,3.46,3.64,3.56
1931,dime,830.067392,830.357392,7.847,1,13.08,8.52,8.53
1932,in,830.357392,830.487392,15.897,1,3.76,8.71,4.06
1933,the,830.487392,830.537392,16.955,1,2.03,0.41,2.92
1934,slot,830.537392,831.047392,9.389,1,15.34,0.22,4.72
1935,picked,831.487392,831.727392,9.911,1,12.93,2.31,9.9
1936,up,831.727392,831.927392,13.744,1,0.6,,0.79
1937,the,831.927392,832.007392,16.955,1,1.01,6.21,1.44
1938,bag,832.007392,832.437392,9.707,1,2.53,7.74,2.89
1939,and,832.777392,832.917392,16.187,1,1.92,1.59,1.5
1940,squirmed,832.917392,833.537392,6.256,1,13.14,,0
1941,through,833.537392,833.807392,12.631,1,6.59,7,9.25
1942,the,833.807392,833.907392,16.955,1,0.34,12.39,0.48
1943,crowd,833.907392,834.357392,9.472,1,5.58,9.29,6.26
1944,to,834.357392,834.517392,16.354,1,5.69,15.51,6.86
1945,a,834.517392,834.567392,16.177,1,5.83,1.26,7.08
1946,seat,834.567392,834.927392,9.752,1,6.04,14.68,2.54
1947,beside,835.277392,835.617392,8.839,1,4.38,,4.19
1948,a,835.617392,835.657392,16.177,1,4.3,2.29,5.98
1949,fat,835.657392,836.047392,10.287,1,12.51,15.53,6.95
1950,man,836.047392,836.517392,12.149,1,1.87,,2.64
1951,near,836.517392,836.677392,11.265,1,10.32,7.58,9.31
1952,the,836.677392,836.777392,16.955,1,0.87,4.79,1.22
1953,back,836.777392,837.097392,12.882,1,3.91,18.01,2.45
1954,of,837.097392,837.217392,16.214,1,1.02,15.75,1.31
1955,the,837.217392,837.307392,16.955,1,0.09,10.39,0.12
1956,bus,837.307392,837.827392,10.485,1,0.8,,1.07
